answer,label
"I started asking what success looks like before beginning any task, not just at the end when it was too late to adjust.",1
He expect others to understand what he need without saying it and then feel disappoint when they not reading his mind.,0
"I identified that I spent the least energy on the tasks that mattered most, and deliberately restructured my day around that insight.",1
I post something in angry without thinking and many people see it and I cannot delete it before it already spread.,0
"I wrote a script that automated a task I used to do manually every morning, and it saved me about forty minutes a day.",1
I accepted that I could not be the best at everything and instead focused energy on the areas where I could contribute most uniquely.,1
"I recognized that my resistance to a specific feedback was proportional to how accurate it was, and used that as a signal to take it seriously.",1
He overcook the pasta because he not tasting it and just trust the time on the packet without checking actual texture.,0
I developed a practice of identifying the single most important thing I could do each day and doing that before anything else.,1
He agree to everything in meeting but then not follow through and people stop trusting what he say he will doing.,0
"I treated feedback as a gift rather than a judgment, and that shift in perspective made me genuinely coachable.",1
"I practiced saying I was wrong clearly and without excessive apology, and found that it consistently increased trust.",1
She always arrive late and give different excuse every time and people stop believing her and it affecting her reputation.,0
I missed my flight once due to poor planning and that lesson in preparation has shaped every trip I have taken since.,1
"I asked a question in a large lecture that I thought was obvious, and three people came to thank me afterward for asking it.",1
"I learned to locate my own ceiling in any skill, approach it deliberately, and break through it by practicing exactly at that edge.",1
"I learned that the quality of my questions determined the quality of the help I received, and I started preparing better questions.",1
I allow interruption during focused work and then complain I not have enough time to do the work that matter most.,0
I study at the last minute and I not sleeping and I not retaining anything and then I blank out in the actual exam.,0
"Traveling alone for the first time was terrifying for about the first two hours, and then it became genuinely freeing.",1
"I improved a process that technically worked but was inefficient, even though no one asked me to, because I cared about the quality.",1
He not communicate when he fall behind on task and the team only find out at last minute and cannot adjust in time.,0
"I proactively flagged a risk in the project that others had missed, and that early warning allowed the team to avoid a significant setback.",1
I agree on meeting time without check my calendar and then have conflict and have to reschedule last minute.,0
"I made embarrassing mistakes every day when I first started speaking Spanish, but each mistake moved me closer to fluency.",1
I rely too much on my memory instead of writing thing down and I miss commitment that damage other people trust in me.,0
I not review the agenda before meeting and arrive not knowing what being discuss and add nothing to conversation.,0
I started a small freelance business in university and learned more about practical finance than any textbook had taught me.,1
"I took time to properly understand the constraints I was working within before proposing anything, and my success rate improved.",1
I learned that being useful to others consistently is one of the most reliable ways to create meaningful professional opportunities.,1
"I lost over a hundred matches before winning my first competitive online game, and that persistence taught me about long-term commitment.",1
She take very long for simple task because she overthinking everything and cannot make decision without ask many people.,0
She not save her work before close the laptop and she lose everything and have to starting again from zero.,0
"I recognized when I was performing humility rather than practicing it, and the recognition alone moved me toward something more genuine.",1
I not proofreading important message before sending and several embarrassing typo make my professional image look bad.,0
I asked my team for feedback on my leadership style and used the responses to make three specific and visible changes.,1
I escalate issue too quickly without trying to solve it first and train manager to expect hand-holding from me.,0
He take credit for other people work without acknowledging their contribution and the team morale become very low.,0
He not take notes in meeting and then ask for information to be repeat in email and waste everyone additional time.,0
He talk about what he plan to do instead of reporting what he actually complete and team lose track of real progress.,0
"I asked myself what the person across from me actually needed before deciding how to respond, and it changed nearly every interaction.",1
He run over time in every meeting because he not prepare ending and discussion drift until someone have to leave.,0
"I practiced saying no politely but clearly, and discovered that most people respected me more for it, not less.",1
She hold information as source of power instead of sharing it and the team make poor decision because they not informed.,0
I approached a problem I had been avoiding for months and found that starting it was the hardest part by far.,1
She over-communicate unimportant update but under-communicate the decision that actually affect the team work.,0
"I practiced the skill of staying curious when conversations became difficult, and it changed the outcomes dramatically.",1
"I created a checklist for a process I kept making mistakes in, and the number of errors dropped to nearly zero immediately.",1
She give feedback in very harsh way without considering feeling and people not want to sharing their work with her.,0
"I kept a decision journal to track my reasoning at the time I made choices, which helped me understand my own thinking patterns.",1
I not celebrate small win and always focus only on how far I still have to go and this make the journey feel joyless.,0
"I failed publicly once in a way that felt catastrophic at the time, and looking back it was one of the best things that happened to me.",1
"I gave a junior colleague full credit for a solution they found, publicly, and watched how it changed their engagement and confidence.",1
I not invest in tools and process that would save me time because I not want to spend time learning them initially.,0
He credit himself for team success in email to management but not mention contribution of anyone else on team.,0
I read widely outside my specialty and found that the connections between fields are often where the most interesting insights live.,1
I want to improve myself but I not knowing where to start and every time I try I give up after few day only.,0
She keep say yes to every request and then cannot deliver on any of them and people stop relying on her.,0
She present idea without data to support it and when challenge she cannot defend her recommendation at all.,0
I take on new task without update existing commitment and now I not able to deliver on anything properly.,0
I asked for a stretch assignment before I felt fully ready and used the challenge as motivation to develop faster.,1
I compare my art to professional artist online and it make me feel so bad that I stop drawing for three month.,0
I want to change my habit but I not having enough discipline and I always make excuse for why today is not good day.,0
I not know my own value clearly and accept condition that do not reflect my contribution because I not advocate for myself.,0
I try to help my friend with math but I realize I also not understanding it proper and we both confuse together.,0
I started explaining my reasoning transparently when making decisions and found that people accepted outcomes more readily as a result.,1
I listened to a podcast in my field during my commute every day and found that small habit compounded into significant knowledge.,1
I not verify information before sharing and spread incorrect detail that waste team several hours correcting.,0
"I worked on my listening more than my speaking, and people began describing me as one of the most insightful people they knew.",1
He delay starting difficult task and when he finally start there is not enough time to do it with real quality.,0
I draw my first portrait and it look nothing like the person and I feel very bad and consider to quit the drawing.,0
I asked my interviewer thoughtful questions at the end and several of them later told me that stood out positively.,1
"I recognized that my communication style was effective with some people and ineffective with others, and I adapted accordingly.",1
"Taking mental health days from work felt indulgent at first, but I eventually realized they made me more productive overall.",1
"I started asking what I would do differently before finishing a task rather than only after, and the quality of my output improved.",1
I converted feedback I received into a concrete action plan with specific changes and shared it with the person who gave the feedback.,1
She add item to agenda in meeting without give people time to prepare and discussion quality suffer because of it.,0
I chose to be defined by how I behaved when things went wrong rather than only by how I performed when conditions were ideal.,1
I learned that the quality of my attention was more important than the quantity of my effort in almost every domain I worked in.,1
She send half-formed idea to senior leader without developing it first and it reflect badly on her judgement.,0
I know I should apologize but I cannot bring myself to do it and the relationship getting more worse every single day.,0
I try to multitask in important conversation and miss key information that then cause misunderstanding later.,0
I created a feedback loop with my clients so that I could catch dissatisfaction early rather than discovering it at the end.,1
I struggle with procrastination but I have learned to use deadlines as motivation rather than letting them become a source of panic.,1
I not reviewing my past mistake so I keep making the same one and not realizing there is a pattern in my error.,0
We doing the group project but no one is agree on anything and every person want to doing different thing.,0
I cancel my doctor appointment many time because I am busy and then I realize I not seeing doctor for two whole year.,0
He complaining that he not get opportunity but he also not preparing himself for the opportunity when it come to him.,0
She add herself to meeting she not need to attend and then not contribute and leave after ten minute.,0
"I treated the relationships in my professional life with the same intentionality I brought to the work itself, and found both improved.",1
He present his idea in confusing way and instead of asking if people understand he assume they get it and move on.,0
I arrive unprepared to the training and ask question that was already cover in the document they send me before.,0
"I used the time between tasks to breathe and reset rather than immediately loading the next thing, and my sustained focus improved.",1
I built a personal board of advisors by deliberately maintaining relationships with people whose judgment I trust and whose lives differ from mine.,1
Statistics made no sense to me until I started analyzing real sports data that I actually cared about.,1
I not understand the research paper because it use too many technical word and I too embarrass to ask what they mean.,0
"I acknowledged that I did not know the answer to a question in a meeting, rather than guessing and risking misleading the group.",1
I stopped trying to fix every problem and learned to identify which ones actually needed fixing versus which ones would resolve on their own.,1
"I started asking at the end of hard conversations what had gone well, and it changed the emotional tone of every retrospective.",1
I learned more from the experiments that failed than from the ones that confirmed exactly what I expected to find.,1
He claim he can do something in meeting and then privately ask colleague how to do it and produce very late result.,0
I recognized that my attitude during difficulty was visible to others and chose to model the composure I wanted from my team.,1
He spend team meeting talking about his own work instead of creating space for others to raise their issue also.,0
"I stayed curious during a frustrating period instead of giving up, and the breakthrough came three days after I thought I was stuck.",1
I try to impress my family by cook a complicated dish but I not practice it before and it go very wrong on the day.,0
"I take photos as a hobby and I have learned that the best shots come from patience, not luck or expensive equipment.",1
"I practiced being genuinely happy for colleagues who succeeded, and found it made me more connected to the people I worked with.",1
"I turned down a higher salary for a role that excited me more, and two years later that decision had paid off professionally.",1
"I left a stable job because I was not growing, and that decision was scary but ultimately the right one for my development.",1
I study statistics but when I apply it to real problem I not know what I am doing and just guess the answer.,0
"I kept a list of the questions I still did not know how to answer, and reviewing it monthly directed my learning far more usefully.",1
"I built a discipline of finishing what I started before beginning something new, and found that my sense of completion improved my momentum.",1
I designed a board game with friends over lockdown and the collaborative problem-solving involved was genuinely educational.,1
I not understand the instruction and instead of asking I guess and do it all wrong and have to starting over again.,0
I hosted a retrospective after a project ended and the insights we gathered prevented us from repeating two significant mistakes.,1
She not adapt her communication style to different audience and her technical explanation confuse the non-technical people.,0
"I documented my workflow in a way that anyone could follow without asking me questions, and it freed up more of my time than I expected.",1
I want to learn the machine learning but there is so many thing to study and I not know from where I should begin.,0
I not taking ownership of project outcome and when thing go wrong I quickly point to what others not do correctly.,0
I volunteered abroad last summer and came back changed in ways that are difficult to fully explain but very easy to feel.,1
"I still feel imposter syndrome sometimes, but I remind myself how much I have learned in just the past twelve months.",1
He ignore the feedback he receive and do the same thing in next project and get the same bad result as before.,0
"I invested time in understanding why something was done a certain way before proposing a change, and it made my proposals far more persuasive.",1
I start many creative project but never finishing any of them because I lose interest when it get to the difficult part.,0
"I sat with uncertainty in a complex decision rather than forcing a premature resolution, and the right path became clear with time.",1
The moment I understood a joke in another language was when I felt I had crossed a real threshold in my learning journey.,1
"I tried to make croissants from scratch and failed spectacularly, but I now have a much deeper respect for pastry chefs.",1
"I held myself to the standards I applied to others, and found that the alignment between what I said and did built real trust.",1
He try to speak the new language but people reply too fast and he confuse and too embarrass to ask them slow down.,0
"I demonstrated competence quietly through consistent delivery rather than through self-promotion, and found the results spoke for themselves.",1
"I gave the same quality of attention to small tasks as to large ones, because I knew the habits formed on small tasks carried over.",1
"I noticed I was doing a lot of performing confidence rather than building it, and shifted my energy from appearance to actual preparation.",1
I tutored a struggling student last year and explaining concepts simply showed me just how deeply I understood them myself.,1
I not bring energy and engagement to work consistently and people pick up on my disengagement and mirror it back.,0
She send angry email that she write in the heat of moment without waiting to review it next morning first.,0
"I started a side project with no plan to make money from it, purely out of curiosity, and it became one of my best learning experiences.",1
"I use social media intentionally now, setting a purpose before I open an app, and that small habit changed my relationship with it.",1
She set very high standard for team but not support them to reach it and then penalize them when they fall short.,0
"My research partner and I disagreed on the interpretation of our results, and debating it together led us to a better answer.",1
I built a habit of asking one clear question at the end of each meeting to confirm what I was responsible for next.,1
She doing the wrong method for the whole test and get zero even though all her calculation are correct inside.,0
"I recognized the difference between rest that restored energy and distraction that consumed it, and made deliberate choices between them.",1
I stopped measuring success by how busy I was and started measuring it by how much progress I was making on what actually mattered.,1
I try to make the cake but I use baking soda instead of baking powder and the whole thing become very flat.,0
I created a simple checklist for the tasks I kept making mistakes in and eliminated nearly all of them within two weeks.,1
"My coach told me my form was completely wrong after three months of practice, and that feedback was hard to hear but necessary.",1
I respond to email without reading it full and then miss the important information that was at the end of the message.,0
I was too embarrassed to speak at first and that held me back far more than any grammatical gap in my knowledge.,1
"I prepared for every interview by researching the company deeply, and that preparation always showed in how I answered their questions.",1
"I once added too much chili by accident and had to salvage the dish by adjusting the other ingredients, which taught me balance.",1
"When my teammate pointed out a cleaner way to write the same code, I was embarrassed but I genuinely appreciated it.",1
She pack too much things and her luggage is over the weight limit and she have to remove item in the airport queue.,0
He not read email before reply and miss key attachment and then ask question that was already answer in the original.,0
"I reduced context switching by batching similar tasks together, and my average time to complete each one dropped noticeably.",1
"I am still learning Git and I accidentally deleted a branch once, but I recovered it and learned from that mistake.",1
I made a commitment to never stop growing and found that commitment itself was what distinguished the career I built from the one I could have had.,1
I give feedback that is vague and not actionable and person leave conversation not knowing what they should change.,0
She resist every change that is propose even when the reason for change is clearly explain to her by leadership.,0
I discovered that writing a first draft badly and improving it was far faster than trying to write it perfectly from the start.,1
I give feedback only when thing go wrong and never when thing go well and my team feel only criticize never appreciated.,0
She not documenting what she do and then when she go on leave no one know how to continuing the work she leave.,0
I draft important proposal in one sitting without review and send version that have obvious flaw I would catch on reread.,0
I not calling my parents for long time because I am busy and then when I call I not knowing what to talking about.,0
He present problem without any proposed solution and leave meeting room expecting others to figure out everything.,0
"I invested effort into onboarding new colleagues well, knowing that their early experience would shape their long-term contribution.",1
I make decision based on what I feel in the moment and not think about the long term consequence of my choice.,0
"I made a habit of finishing one meaningful task before checking any messages in the morning, and my productive hours increased substantially.",1
She not maintain relationship when she not need anything and then contact only when she need favor and it feel transactional.,0
I write proposal without checking if budget exist for it and waste my time and reviewer time on unfeasible plan.,0
I make promise to customer that I not check first if it possible and then have to call back and cancel which embarrass me.,0
She lose the original file and not have backup and have to ask client to resend document she already receive once.,0
She study the wrong chapter for the exam because she not reading the instruction email from teacher carefully enough.,0
I quit the team after one bad game because I am too sensitive about the criticism and I not knowing how to handle it.,0
"I never lie on my CV because I believe my actual experience, framed well, is always stronger than invented credentials.",1
He jump to solution before fully understanding problem and implement change that not actually address the issue.,0
I assume I know what colleague mean without confirm and spend entire day working on wrong interpretation of task.,0
"I was rejected from seven companies before getting an offer I was genuinely excited about, and the journey made me a stronger candidate.",1
I started making small changes to reduce my environmental impact and realized that collective small actions do add up meaningfully.,1
I lose patience with slow progress and push too hard too fast and cause the very resistance I was trying to avoid.,0
"I changed my opinion on a deeply held belief after reading more carefully, and that experience made me trust myself more, not less.",1
"I chose quality of effort over speed in a situation where I was tempted to rush, and the result reflected that choice clearly.",1
"I rewrote my essay four times before I was happy with it, and that process taught me that good writing is mostly rewriting.",1
I identified that I was spending the most time on the least important tasks and restructured my entire workday around that insight.,1
I not check if receiver of my message is the right person and sensitive content go to wrong department entirely.,0
I made a poor business decision under pressure and the experience taught me that slowing down is often the faster long-term path.,1
I learned to distinguish between options by asking which choice I would be proud of in five years rather than which felt best today.,1
"I took ten minutes after every major experience to write down what I had learned, and that habit has built an archive of real insight.",1
"I learned that speed and quality are not always in tension, and that often working more carefully saves the time that mistakes consume.",1
"I find group work genuinely challenging, but I have developed strategies for communicating my way through those tensions.",1
"I interrupted a bad habit by making the friction to do it slightly higher, and that tiny change was enough to break the pattern.",1
"I bombed my first job interview badly, went home, wrote down every question I struggled with, and prepared properly for the next one.",1
I learned that confidence was not the absence of doubt but the willingness to act clearly despite it.,1
"I used data to challenge an assumption that everyone on the team had accepted without question, and it changed the direction of the project.",1
"I made every important decision in writing before announcing it, which forced me to think through the reasoning more rigorously.",1
I found that the most meaningful growth came not from external pressure but from raising the bar I held myself to internally.,1
I copy format from old document without checking if it still correct and submit outdated template to the wrong people.,0
"I set a personal challenge to do something uncomfortable every week for a year, and it changed my relationship with fear significantly.",1
"I became a better writer by reading excellent writing carefully and analyzing what made it work, rather than just reading it passively.",1
"I replaced complaining about a problem with writing a one-page proposal for solving it, and the act of writing it clarified my own thinking.",1
"I was nervous walking into my first salary negotiation, but I had done the research and I knew what I was worth.",1
I reschedule important meeting three time because I not protect it in my calendar and keep putting other thing in.,0
I took detailed notes during a mentor session and reviewed them the next day to extract every actionable point from the conversation.,1
"Getting enough sleep changed my productivity, mood, and ability to learn more than any other single habit change I have made.",1
Being in a place where I could not read any signs reminded me how much I take literacy and familiarity for granted.,1
"I asked someone I respected to critique my work harshly, specifically requesting they not soften the feedback.",1
I give a pitch presentation but I not practicing it enough and I forget what I want to say in the middle of it.,0
She delay giving bad news because she want more comfortable time and delay make the situation significantly more worse.,0
"I learned to give compliments that were specific rather than generic, and noticed that people valued them far more.",1
I track my gym progress in a notebook and looking back at where I started six months ago gives me real motivation.,1
"I chose to under-promise and over-deliver rather than the reverse, and it created a consistent reputation I am genuinely proud of.",1
I not follow up after important conversation and the action that was agreed never happen because no one track it.,0
"I failed a technical interview because I panicked, but I requested feedback, used it, and succeeded the second time around.",1
I created my own summary notes for every subject and sharing them with classmates became both a teaching and reinforcing exercise.,1
I start task without reading full requirement and have to redo large part of work because I miss important specification.,0
I show up to networking event but stay in corner and not talk to anyone and leave without making single connection.,0
"I had to rerun the entire experiment after finding a contamination issue, and that taught me the value of meticulous documentation.",1
I playing very bad in the match because I am too nervous and I forget all the thing I practice for many months.,0
She escalate small issue to senior level without first trying to resolve it at the appropriate level herself.,0
I get stress easily and take it out on colleague without realizing and then wonder why atmosphere feel tense around me.,0
"I struggled with recursion for weeks until my mentor drew it out visually, and then it finally made complete sense.",1
She over-promise to impress client and then under-deliver and damage long-term relationship for short-term impression.,0
I helped my younger sister with her geometry homework and realized that teaching something reveals every gap in your own knowledge.,1
"When I finally grasped the intuition behind Bayes' theorem, it changed how I thought about uncertainty in everyday life.",1
I started with simple HTML pages and slowly worked my way up to building full-stack applications over two years.,1
"I designed my environment to make good habits easy and bad habits inconvenient, and found that the context shaped my behavior significantly.",1
I ignore the pain for many month because I not want to go doctor and by the time I go the problem is much worse.,0
"I am not the fastest coder in the room, but I am careful and my solutions tend to have fewer bugs because of that.",1
I invested time into building strong working relationships and found that every difficult conversation afterward became significantly easier.,1
I learned that the clearest sign of real confidence was not the absence of fear but the consistent ability to act in spite of it.,1
"Performing in front of an audience for the first time made my hands shake, but I pushed through and finished the piece.",1
He delegate task but also doing the task himself and create confusion about who is responsible for the outcome.,0
She know she should apologize but she too proud to do it and the relationship getting more worse every day.,0
"I made a habit of asking what I could have done better after every significant outcome, whether it went well or poorly.",1
"I write music to process emotions I cannot easily express in words, and that creative outlet has genuinely helped my mental health.",1
"I practiced the skill of being direct without being harsh, and found that people trusted and respected the combination.",1
He not update shared calendar when his availability change and colleague schedule meeting during conflict time.,0
I not revisit my goal regularly and drift away from original intention without realizing it until much time have pass.,0
"I saved for two years to travel to Japan, and the experience was worth every sacrifice I made to get there.",1
I started cooking my own meals in college and slowly realized it was one of the most valuable life skills I could develop.,1
I argue back with the angry customer instead of listening first and my manager hear it and pull me aside after.,0
"When the algorithm I designed ran in O(n log n) instead of O(n²), the performance improvement was genuinely thrilling.",1
I not separate my personal feeling from professional feedback and people can tell I upset and stop trusting my judgment.,0
"I started a newsletter with no audience, wrote consistently for a year, and built something I am genuinely proud of.",1
I find that explaining code to someone else is the best way to discover whether I actually understand it or not.,1
She attend meeting but not come back with clear action item and her attendance add no value to the process.,0
"I held firm on principles while staying flexible on methods, and found that combination allowed me to lead through significant change.",1
He not take any feedback well and always become defensive when someone give him suggestion for improvement.,0
"I negotiated a deadline extension by explaining the quality risk rather than just asking for more time, and it was immediately granted.",1
She complain that she not getting development opportunity but not ask for it or demonstrate she ready for it.,0
I create dependency on myself by not documenting process and then become bottleneck for everything and very stress.,0
I discovered that my best work came from sustained deep focus rather than from reactive multitasking across many simultaneous demands.,1
"My art teacher once told me that creativity is a muscle, and I did not truly believe her until I started practicing consistently.",1
"I spent two hours on one problem and got it wrong anyway, but the struggle itself made me understand the concept better.",1
"I learned to trust my own judgment by keeping a record of my decisions and their outcomes, and reviewing the patterns honestly.",1
I found that framing problems as questions made them significantly easier to think clearly about.,1
"I set up my first Linux server from scratch, and even though it took an entire weekend, I would not trade that experience.",1
I turned my weakest skill into a deliberate practice target for three months and moved from a liability to a competent baseline.,1
She not sleeping enough because she watching phone late at night and then she confuse why she always tired at work.,0
"I set up a learning group with colleagues to read and discuss articles together, and it became the most valuable hour of my week.",1
She compare team member to each other in public and it create unhealthy competition and damage collaboration.,0
"Learning Python was frustrating at first, but once I understood how loops worked, everything started clicking for me.",1
I not asking for help because I scared to look incompetent but then I waste too much time trying alone to figure it out.,0
I try meditating for two day and then stop because I not feeling any different and I think it not work for me.,0
I keep problem to myself hoping it resolve itself and it get bigger until it become impossible to hide anymore.,0
I stopped apologizing for having high standards and found that people around me either rose to them or self-selected out.,1
He not admit when he do not know and give confident but incorrect answer that mislead the team for one full week.,0
"I still get nervous before coding interviews, but I have learned to slow down and think out loud instead of panicking.",1
He repeat the experiment five time but all result is different and he not understanding why it not giving same answer.,0
I started reading in my field for thirty minutes every morning and it has compounded into a substantial knowledge advantage over time.,1
I got completely lost in a foreign city once and ended up discovering the most beautiful neighborhood I had ever seen.,1
I make important decision without having enough information because I want to look decisive but the decision is wrong.,0
I read an entire book about a topic I disagreed with to understand it properly before forming a strong opinion.,1
She not manage her time well and always rushing at the last minute and the quality of her work is suffer because of this.,0
I not research the place before going and I end up in area that is not safe and I feel very scare and confuse.,0
I not apologize properly because I think if I admit fault it make me look weak but the other person still feeling hurt.,0
"I scheduled a difficult conversation instead of avoiding it, and the relief afterward confirmed that I should have done it much sooner.",1
I took genuine interest in the goals of my colleagues and found ways to help them that cost me very little but meant a great deal.,1
I translated a technical concept for a non-technical stakeholder and realized that the translation clarified it for me as well.,1
He avoid difficult question in meeting by giving very general answer that not address what being ask at all.,0
He not practicing enough problem before the test and he realize it too late when he sitting in the exam room.,0
"I made a point of learning something from every person I met, regardless of their seniority or field.",1
I asked a simple question that had been bothering me for six months and the answer turned out to be straightforward and available.,1
I try to explain my idea but I use too much technical word and listener not understanding and I not noticing their confuse face.,0
"I invested in a stock without doing proper research and lost money, and that expensive mistake made me a more disciplined investor.",1
I spend a lot of time planning my goal but I not taking any real action and nothing in my life is actually changing.,0
I not read the customer email properly and give the wrong information and they have to call back again for correct answer.,0
I forget about commitment I make in passing conversation because I not write it down and it damage trust later.,0
I stayed late in the lab because I was genuinely curious about what would happen if I adjusted the concentration slightly.,1
She not taking note in class because she think she will remember everything but then she forget all of it very fast.,0
I not align with colleague before presenting joint recommendation and they contradict me in the meeting itself.,0
She treat urgent request as equally important as strategic work and never have time for thing that actually matter.,0
He not explain why he reject team suggestion and team feel dismiss and stop bringing idea to him after that.,0
He send the message to wrong group and say something very private and he cannot unsend it and feel terrible after.,0
He give very long explanation for simple thing and everyone confuse and not understand what point he trying to make.,0
He arrive to discussion having not read the pre-read material and slow down the whole group with basic question.,0
"I caught an error in a colleague's work before it went to the client and told them privately, which they genuinely appreciated.",1
I approach every setback as evidence that I not meant for this instead of treating it as normal part of growth.,0
I spend meeting time on low priority item and run out of time for critical agenda item that everyone is actually needing.,0
"I built the practice of thinking about second-order consequences before making decisions, and avoided several problems before they materialized.",1
She communicate different priority to different team member and they end up working against each other without knowing.,0
"During my internship, I had to fix a production bug under pressure and it taught me how to stay calm and focused.",1
I learned that being present with the people I care about matters more than any grand gesture I could make for them.,1
She injure herself because she not warming up properly and coach say her many time to do it but she not listening.,0
She delay every response because she waiting for perfect answer and people think she ignore them and lose patience.,0
I not follow company process because I think it unnecessary and then create compliance issue that affect whole team.,0
He not separate high priority from low priority in his work and treat everything as equally important until crisis happen.,0
I try to write music but every idea I have sound very bad to me and I delete everything before finishing anything.,0
She not explain what she need clearly and then criticize the output even though she not give enough context to produce it.,0
I not mentor junior colleague even though I have the knowledge because I not want to slow down my own work.,0
I not build skill in area outside my specialty and then cannot contribute to cross-functional conversation.,0
She training very hard but she also not resting and she burn out after three month and have to stop everything.,0
I not act with urgency on important signal and comfortable routine cause me to miss window for meaningful change.,0
He promise a result that is not realistic and then cannot deliver it and the client relationship become very damage.,0
I am very confuse in the calculus class because teacher explain it too fast and I not asking question because feel shy.,0
I buy the expensive camera but not learning how to use it properly and all my photo still coming out very bad.,0
I struggled with anxiety for years before understanding it well enough to manage it with strategies that actually work for me.,1
"I started keeping a list of problems I wanted to solve and revisiting it monthly, and it has generated some of my best ideas.",1
I go to interview but I not research the company and when they ask why I want to work there I have no good answer.,0
"I ignored a health issue for months before seeing a doctor, and that delay taught me that taking care of myself is not optional.",1
I made every professional relationship stronger by consistently bringing value to it rather than drawing from it.,1
"I redesigned my study method after failing a test I thought I had prepared well for, and my results improved dramatically.",1
I not understanding the recursion no matter how many time I read about it and it making me feel very stupid.,0
I built a prototype in one day just to test whether the idea was worth pursuing further before investing real time in it.,1
She not reading the contract properly and sign it and then find out it have condition she not agree with inside.,0
"I sent a handwritten thank-you note to a mentor who had genuinely helped me, and they later told me it meant more than I imagined.",1
I stayed genuinely interested in the people around me and found that interest was consistently reciprocated in ways that opened opportunities.,1
We work on the project together but my partner not push the code on time and I have to doing his part also.,0
I save my real concern for after the meeting is over and then raise it separately which slow down progress.,0
I cut the onion wrong and make myself cry very much and then I also cut my finger because I not focus properly.,0
She write the hypothesis after she see the result instead of before and she think no one notice but teacher catch her.,0
"I used to think I was just bad at math, but I now believe the real issue was that I had gaps in foundational concepts.",1
I accepted that most interesting problems were not fully solvable and focused on making them meaningfully better rather than perfect.,1
I forget to attach the file to the email and only realize when person reply say they not see any attachment inside.,0
"I started saying what I actually thought in meetings rather than what I thought people wanted to hear, and my contributions improved.",1
She not invest in psychological safety and team only tell her what she want to hear which make her decision worse.,0
He react to problem emotionally instead of logically and make rash decision that he later have to reverse.,0
I invested in a slightly better tool for a task I did every day and the improvement in efficiency paid for itself within a week.,1
"I recognized when I was too emotionally invested in my own idea to evaluate it objectively, and deliberately sought critical feedback.",1
I not manage to finish the report because I keep getting distract and then I lie to manager and say I almost done.,0
I not ask for clarification on ambiguous task and interpret it wrong and have to redo the whole thing from scratch.,0
I evaluated every regular commitment I had on its actual value and eliminated two that were costing time without producing results.,1
"I practiced guitar for a year before I could play a full song smoothly, but that persistence changed my relationship with learning.",1
She not prepare for the meeting and when her turn come she have nothing useful to contribute to the discussion.,0
He use the wrong data type and the whole program crash and he blaming the computer but the problem is his code.,0
I learned that integrity was not a single decision but a daily accumulation of small choices aligned with stated values.,1
I spent twenty minutes preparing for every one-on-one with my manager and the quality of those conversations improved immediately.,1
"I gave a junior colleague a challenge I thought was slightly above their level, and they rose to it in a way that surprised us both.",1
I learn many word but when I listen to native speaker I not understanding because they connecting word differently.,0
I identified the three people whose judgment I trusted most and built a practice of running important decisions by at least one of them.,1
"I recognized that the most important skill I could develop was the ability to learn, and I invested in that meta-skill above all others.",1
I fail the coding interview because I am very nerve and I not able to think clearly when the interviewer watching me.,0
He use meeting time for update that could been send as email and waste multiple people time for low value discussion.,0
She perform in front of audience and in the middle she forget the next part and stand there silent for very long time.,0
He submit the code without running it first and it not even compiling and the reviewer is very disappoint with him.,0
"I developed a reputation for following through on small commitments, and it opened doors that talent alone would not have.",1
"I find reading other people's code more challenging than writing my own, but I know it is a skill I need to develop.",1
I read biographies of people I admired and found that understanding their struggles made their achievements far more instructive.,1
"I found that giving my best in every situation, regardless of who was watching, was the most reliable way to become the person I wanted to be.",1
I started sharing my goals with one person I trusted and the accountability that created changed my follow-through rate significantly.,1
I reviewed what I had accomplished every Friday and used the momentum from that review to plan the following week with confidence.,1
He speak too quiet in presentation and no one at back of room can hear him and he not realizing this at all.,0
She bottle up her emotion and not telling her partner what bother her and then one day explode over something small.,0
"I set a daily writing habit and after three months, I had produced more meaningful work than in the entire previous year.",1
She sent a very emotional message to her colleague when she was angry and then regret it but the damage was already done.,0
"I gave a business pitch that went poorly, but the feedback I received afterward shaped a much stronger version of the idea.",1
She not controlling the variable and when the result is wrong she not understanding what she doing wrong in process.,0
He freeze up when present with unexpected question instead of saying he will find out and come back with answer.,0
She not show her working in the exam and even though she get right answer she lose many mark because of it.,0
I am spend two hour trying to center the div and I still cannot do it and now I think I not made for this.,0
"I used a constraint as a creative challenge rather than a frustrating limitation, and the result was more innovative than a fully open brief.",1
"I made the habit of stating the purpose of every meeting I called, and the quality and efficiency of those meetings improved immediately.",1
He not understand the difference between urgent and important and spend career firefighting instead of building.,0
She sing out of tune in the group performance and everyone look at her and she feel very embarrass in front of all.,0
"I used the last ten minutes of each workday to prepare for the next one, and arriving to a clear plan every morning reduced anxiety.",1
She lie about her skill in the CV and when they test her in interview she cannot do anything she claim she can do.,0
He not have clear vision for where team going and people do not know how to align their individual work with purpose.,0
I invite friend for dinner and the food is not cook properly inside and I feel very shame and apologize many time.,0
He talk over people when they making point and then wonder why the team not bringing their best thinking to discussion.,0
I trained for six months for my first 5K race and crossing the finish line felt like the most personal victory I had ever had.,1
"I realized that the students asking the most questions were often the most engaged, and I started to see questions as a gift.",1
I try to learning the Python but it are very confuse and I not understand why loop is not working.,0
